AIRPORT_SEQ_ID;ID;AIRPORT;DISPLAY_AIRPORT_NAME;AIRPORT_COUNTRY_CODE_ISO;AIRPORT_STATE_NAME;LATITUDE;LONGITUDE;AIRPORT_IS_CLOSED
1194002;11940;GLT;Gladstone Airport;AU;;-23.86972222;151.2227778;0
1194102;11941;GLV;Golovin Airport;US;Alaska;64.55055556;-163.0072222;0
1194201;11942;GLW;Glasgow Municipal;US;Kentucky;37.03166667;-85.95361111;0
1194302;11943;GMA;Gemena Airport;CD;;3.23527778;19.77138889;0
1194401;11944;GMC;Guerima Airport;CO;;3.63333333;-71.16666667;0
1194502;11945;GMP;Gimpo International;KR;;37.55861111;126.7905556;0
1194602;11946;GMT;Granite Mountain AS;US;Alaska;65.40222222;-161.2813889;0
1194702;11947;GMU;Greenville Downtown;US;South Carolina;34.84805556;-82.35;0
1194802;11948;GNA;Hrodna Airport;BY;;53.60194444;24.05388889;0
1194903;11949;GNB;Grenoble Alpes Isere;FR;;45.36305556;5.32944444;0
1195002;11950;GND;Maurice Bishop International;GD;;12.00416667;-61.78611111;0
1195102;11951;GNR;General Roca Airport;AR;;-39;-67.62055556;0
1195205;11952;GNU;Goodnews;US;Alaska;59.11777778;-161.5736111;0
1195302;11953;GNV;Gainesville Regional;US;Florida;29.69;-82.27166667;0
1195402;11954;GOA;Genova/Sestri;IT;;44.41333333;8.8375;0
1195501;11955;GOB;Goba Airport;ET;;7.01388889;39.98055556;0
1195603;11956;GOH;Nuuk Airport;GL;;64.19083333;-51.67805556;0
1195705;11957;GOI;Goa Airport;IN;;15.38083333;73.83277778;0
1195806;11958;GOJ;Strigino;RU;;56.22888889;43.78361111;0
1195902;11959;GOL;Gold Beach Municipal;US;Oregon;42.41527778;-124.425;0
1196003;11960;GOM;Goma Airport;CD;;-1.66805556;29.23805556;0
1196102;11961;GON;Groton-New London;US;Connecticut;41.33;-72.04527778;0
1196202;11962;GOO;Goondiwindi Airport;AU;;-28.52138889;150.3202778;0
1196302;11963;GOP;Gorakhpur Airport;IN;;26.74083333;83.45;0
1196405;11964;GOR;Gore Airport;ET;;8.16111111;35.55277778;0
1196501;11965;GOS;Gosford Airport;AU;;-33.43333333;151.35;0
1196602;11966;GOT;Landvetter;SE;;57.66277778;12.27972222;0
1196708;11967;GOU;Garoua Airport;CM;;9.33611111;13.37;0
1196802;11968;GOV;Gove Airport;AU;;-12.26944444;136.8183333;0
1196905;11969;GOZ;Gorna Oryahovitsa Airport;BG;;43.15166667;25.71194444;0
1197001;11970;GPI;Guapi Airport;CO;;2.58333333;-77.9;0
1197102;11971;GPM;Grand Prairie Municipal;US;Texas;32.69888889;-97.04694444;0
1197201;11972;GPS;Baltra;EC;;-0.43472222;-90.28277778;0
1197302;11973;GPT;Gulfport-Biloxi International;US;Mississippi;30.40722222;-89.07;0
1197407;11974;GPZ;Grand Rapids/Itasca County-Gordon Newstrom Field;US;Minnesota;47.20916667;-93.51;0
1197502;11975;GQQ;Horning;US;Ohio;40.73611111;-82.75277778;0
1197607;11976;GRA;Germania;CO;;8.33083333;-73.69472222;0
1197705;11977;GRB;Green Bay Austin Straubel International;US;Wisconsin;44.48472222;-88.12972222;0
1197803;11978;GRD;Greenwood County;US;South Carolina;34.25027778;-82.15777778;0
1197902;11979;GRF;Gray AAF;US;Washington;47.07916667;-122.5808333;0
1198002;11980;GRI;Central Nebraska Regional;US;Nebraska;40.9675;-98.30972222;0
1198106;11981;GRJ;George Airport;ZA;;-34.00555556;22.37777778;0
1198202;11982;GRK;Robert Gray AAF;US;Texas;31.06722222;-97.82888889;0
1198301;11983;GRO;Gerona Costa Brava;ES;;41.90916667;2.76333333;0
1198403;11984;GRP;Gurupi Airport;BR;;-11.73944444;-49.13388889;0
1198506;11985;GRQ;Eelde;NL;;53.11805556;6.57555556;0
1198603;11986;GRR;Gerald R. Ford International;US;Michigan;42.88083333;-85.52277778;0
1198705;11987;GRS;Grosseto Airport;IT;;42.76083333;11.07055556;0
1198805;11988;GRU;Guarulhos Gov Andre Franco Montoro;BR;;-23.43222222;-46.46944444;0
1198901;11989;GRW;Graciosa Island Airport;PT;;39.06666667;-28;0
1199002;11990;GRX;Granada Airport;ES;;37.18861111;-3.77722222;0
1199108;11991;GRZ;Graz Airport;AT;;46.99;15.44;0
1199202;11992;GSB;Seymour Johnson AFB;US;North Carolina;35.33944444;-77.96055556;0
1199301;11993;GSE;Gothenburg City;SE;;57.77583333;11.87305556;0
1199403;11994;GSH;Goshen Municipal;US;Indiana;41.52638889;-85.79416667;0
1199502;11995;GSO;Piedmont Triad International;US;North Carolina;36.10138889;-79.94111111;0
1199603;11996;GSP;Greenville-Spartanburg International;US;South Carolina;34.89555556;-82.21888889;0
1199702;11997;GST;Gustavus Airport;US;Alaska;58.42527778;-135.7075;0
1199901;11999;GSW;Greater Southwest International;US;Texas;32.8275;-97.04527778;1
1200002;12000;GT1;San Jose Airport;GT;;13.93611111;-90.83583333;0
1200101;12001;GTB;Genting Airport;MY;;3.41666667;101.8;0
1200205;12002;GTE;Groote Eylandt;AU;;-13.97333333;136.4608333;0
1200305;12003;GTF;Great Falls International;US;Montana;47.48222222;-111.3702778;0
1200401;12004;GTK;Sungei Tekai Airport;MY;;2.6;102.9166667;0
1200501;12005;GTN;Glentanner;NZ;;-43.91083333;170.1288889;0
1200603;12006;GTO;Djalaluddin;ID;;0.63722222;122.8491667;0
1200704;12007;GTR;Golden Triangle Regional;US;Mississippi;33.44833333;-88.59138889;0
1200801;12008;GTU;Georgetown Municipal;US;Texas;30.67888889;-97.67944444;0
1200903;12009;GTW;Holesov;CZ;;49.31361111;17.57722222;1
1201005;12010;GUA;La Aurora International;GT;;14.58333333;-90.5275;0
1201102;12011;GUB;Guerrero Negro Airport;MX;;28.02611111;-114.0238889;0
1201205;12012;GUC;Gunnison-Crested Butte Regional;US;Colorado;38.53444444;-106.9316667;0
1201302;12013;GUD;Goundam Airport;ML;;16.35833333;-3.60444444;0
1201402;12014;GUH;Gunnedah Airport;AU;;-30.96111111;150.2505556;0
1201505;12015;GUI;Almirante Cristobal Colon;VE;;10.57416667;-62.31277778;0
1201602;12016;GUM;Guam International;US;U.S. Pacific Trust Territories and Possessions;13.48388889;144.7972222;0
1201704;12017;GUO;Jicalapa;HN;;15.0075;-86.05055556;0
1201802;12018;GUP;Gallup Municipal;US;New Mexico;35.51111111;-108.7894444;0
1201904;12019;GUQ;Guanare Airport;VE;;9.02694444;-69.75527778;0
1202002;12020;GUR;Gurney;PG;;-10.31027778;150.3341667;0
1202102;12021;GUS;Grissom ARB;US;Indiana;40.64805556;-86.15222222;0
1202202;12022;GUT;Gutersloh Airport;DE;;51.92277778;8.30638889;0
1202301;12023;GUW;Atyrau Airport;KZ;;47.12194444;51.82;0
1202403;12024;GUY;Guymon Municipal;US;Oklahoma;36.68416667;-101.5069444;0
1202502;12025;GUZ;Guiratinga Airport;BR;;-16.29333333;-53.76944444;1
1202602;12026;GVA;Geneva Airport;CH;;46.23805556;6.10888889;0
1202702;12027;GVE;Gordonsville Municipal;US;Virginia;38.15611111;-78.16583333;0
1202802;12028;GVL;Lee Gilmer Memorial;US;Georgia;34.2725;-83.83027778;0
1202901;12029;GVQ;Genesee County;US;New York;43.03166667;-78.16972222;0
1203004;12030;GVR;Coronel Altino Machado;BR;;-18.89638889;-41.98333333;0
1203101;12031;GVT;Majors;US;Texas;33.06777778;-96.06527778;0
1203201;12032;GVW;Richards/Gebaur AFB;US;Missouri;38.85083333;-94.55833333;0
1203302;12033;GVX;Gavle Airport;SE;;60.59305556;16.95138889;0
1203403;12034;GWD;Gwadar International;PK;;25.23222222;62.3275;0
1203503;12035;GWE;Gweru Thornhill;ZW;;-19.43694444;29.86138889;0
1203802;12038;GWL;Gwalior Airport;IN;;26.295;78.22777778;0
1203908;12039;GWO;Greenwood/Leflore;US;Mississippi;33.49333333;-90.08666667;0
1204005;12040;GWR;Gwinner-Roger Melroe Field;US;North Dakota;46.21833333;-97.64333333;0
1204102;12041;GWS;Glenwood Springs Municipal;US;Colorado;39.50611111;-107.3091667;0
1204203;12042;GWT;Sylt;DE;;54.91166667;8.3425;0
1204401;12044;GWY;Carnmore;IE;;53.29444444;-8.95;0
1204501;12045;GXF;Sayun International;YE;;15.96611111;48.78833333;0
1204601;12046;GXH;Mildenhall NAF;GB;;52.35;0.5;0
1204702;12047;GXQ;Teniente Vidal;CL;;-45.59416667;-72.10611111;0
1204802;12048;GXX;Yagoua Ville;CM;;10.35638889;15.23777778;0
1204902;12049;GYA;Guayaramerin Airport;BO;;-10.82194444;-65.34583333;1
1205001;12050;BAK;Baku Metropolitan Area;AZ;;40.4675;50.04666667;0
1205105;12051;GYE;Jose Joaquin de Olmedo International;EC;;-2.15777778;-79.88388889;0
1205205;12052;GYM;General Jose Maria Yanez International;MX;;27.96944444;-110.9236111;0
1205302;12053;GYN;Santa Genoveva;BR;;-16.63194444;-49.22111111;0
1205408;12054;GYR;Phoenix Goodyear;US;Arizona;33.42333333;-112.3752778;0
1205505;12055;GYY;Gary/Chicago International;US;Indiana;41.61722222;-87.41444444;0
1205608;12056;GZO;Gizo Airport;SB;;-8.09861111;156.8641667;0
1205706;12057;GZT;Gaziantep Airport;TR;;36.94666667;37.47777778;0
1205801;12058;HAB;Marion County;US;Alabama;34.12916667;-87.99444444;0
1205902;12059;HAC;Hachijo Jima Island Airport;JP;;33.115;139.7858333;0
1206002;12060;HAD;Halmstad Airport;SE;;56.69111111;12.82027778;0
1206101;12061;HAE;Havasupai Airport;US;Arizona;36.21666667;-112.6666667;0
1206202;12062;HAF;Half Moon Bay Airport;US;California;37.51333333;-122.5011111;0
1206302;12063;HAH;Prince Said Ibrahim;KM;;-11.53361111;43.27194444;0
1206403;12064;HAJ;Hannover Airport;DE;;52.46111111;9.685;0
1206501;12065;HAK;Meilan;CN;;19.93472222;110.4588889;0
1206604;12066;HAM;Hamburg Airport;DE;;53.63305556;9.99361111;0
1206702;12067;HAN;Noibai International;VN;;21.22027778;105.8055556;0
1206805;12068;HAO;Butler County Regional Hogan Field;US;Ohio;39.36388889;-84.52194444;0
1206901;12069;HAP;Long Island Airport;AU;;-20.33333333;148.85;0
1207005;12070;HAR;Capital City;US;Pennsylvania;40.21722222;-76.85138889;0
1207102;12071;HAS;Hail Airport;SA;;27.43805556;41.68611111;0
1207202;12072;HAU;Karmoy;NO;;59.34527778;5.20833333;0
1207302;12073;HAV;Jose Marti International;CU;;22.98916667;-82.40916667;0
1207401;12074;HAY;Haycock Airport;US;Alaska;65.20277778;-161.1527778;1
1207503;12075;HBA;Hobart Airport;AU;;-42.83694444;147.5127778;0
1207601;12076;HBC;Hanus Bay Airport;US;Alaska;57.41666667;-135.0333333;0
1207706;12077;HBE;Borg El Arab;EG;;30.9175;29.695;0
1207802;12078;HBG;Hattiesburg Bobby L. Chain Municipal;US;Mississippi;31.265;-89.25277778;0
1207901;12079;HBH;Hobart Bay Airport;US;Alaska;57.4;-133.4666667;0
1208001;12080;HBI;Harbour Island Airport;BS;;25.48833333;-76.635;0
1208101;12081;HBL;Babelegi Heliport;ZA;;-25.38333333;28.28333333;0
1208204;12082;HBT;Al Batin;SA;;27.95555556;45.55611111;0
1208301;12083;HBV;Jim Hogg County;US;Texas;27.34944444;-98.73694444;0
1208401;12084;HBY;Hood Bay Airport;US;Alaska;57.38194444;-134.3952778;0
1208501;12085;HCA;Howard County;US;Texas;32.30361111;-101.4338889;0
1208601;12086;HCB;Shoal Cove Airport;US;Alaska;55.45;-131.2833333;0
1208702;12087;HCR;Holy Cross Airport;US;Alaska;62.18833333;-159.775;0
1208801;12088;HDA;Hidden Falls Airport;US;Alaska;57.21666667;-134.8833333;0
1208906;12089;HDB;Heidelberg AHP;DE;;49.39194444;8.65444444;0
1209002;12090;HDD;Hyderabad Airport;PK;;25.31805556;68.36638889;0
1209102;12091;HDF;Heringsdorf Airport;DE;;53.87888889;14.15138889;0
1209202;12092;HDH;Dillingham;US;Hawaii;21.57944444;-158.1972222;0
1209307;12093;HDM;Hamadan Airport;IR;;34.86666667;48.55944444;0
1209402;12094;HDN;Yampa Valley;US;Colorado;40.48111111;-107.2177778;0
1209502;12095;HDS;Hoedspruit Airport;ZA;;-24.3475;30.94611111;0
1209602;12096;HDY;Hat Yai International;TH;;6.93277778;100.3941667;0
1209702;12097;HEA;Herat Airport;AF;;34.20777778;62.22805556;0
1209802;12098;HED;Herendeen Bay;US;Alaska;55.80138889;-160.8991667;0
1209903;12099;HEH;Heho Airport;MM;;20.74694444;96.79194444;0
1210004;12100;HEI;Heide Buesum;DE;;54.15333333;8.90166667;0
1210102;12101;HEL;Helsinki Vantaa;FI;;60.31722222;24.96333333;0
1210202;12102;HER;Nikos Kazantzakis;GR;;35.33972222;25.18027778;0
1210302;12103;HES;Hermiston Municipal;US;Oregon;45.82833333;-119.2591667;0
1210402;12104;HET;Baita;CN;;40.84972222;111.8244444;0
1210501;12105;HEX;Herrera International;DO;;18.46861111;-69.97027778;1
1210602;12106;HEZ;Hardy-Anders Field Natchez-Adams County;US;Mississippi;31.61361111;-91.29722222;0
1210702;12107;HFA;Haifa Airport;IL;;32.81027778;35.04361111;0
1210802;12108;HFD;Hartford Brainard;US;Connecticut;41.73666667;-72.64944444;0
1210901;12109;HFE;Luogang;CN;;31.78;117.2986111;1
1211002;12110;HFF;Mackall AAF;US;North Carolina;35.03666667;-79.4975;0
1211101;12111;HFN;Hornafjordur;IS;;64.29555556;-15.22722222;0
1211203;12112;HFT;Hammerfest Airport;NO;;70.67944444;23.66805556;0
1211305;12113;HGA;Egal International;SO;;9.515;44.085;0
1211403;12114;HGD;Hughenden Airport;AU;;-20.81277778;144.225;0
1211504;12115;HGH;Xiaoshan;CN;;30.23722222;120.4291667;0
1211606;12116;HGL;Helgoland Duene;DE;;54.18583333;7.91472222;0
1211702;12117;HGN;Mae Hong Son Airport;TH;;19.30166667;97.97583333;0
1211802;12118;HGO;Korhogo Airport;CI;;9.38722222;-5.55666667;0
1211902;12119;HGR;Hagerstown Regional-Richard A. Henson Field;US;Maryland;39.70861111;-77.72638889;0
1212003;12120;HGS;Hastings;SL;;8.39555556;-13.12416667;0
1212102;12121;HGU;Mount Hagen Airport;PG;;-5.82611111;144.2958333;0
1212201;12122;HGZ;Hogatza Airport;US;Alaska;66.19166667;-155.6688889;0
1212302;12123;HHE;Hachinohe Airport;JP;;40.55194444;141.4672222;0
1212402;12124;HHH;Hilton Head Airport;US;South Carolina;32.22444444;-80.6975;0
1212502;12125;HHN;Frankfurt Hahn;DE;;49.94861111;7.26388889;0
1212602;12126;HHP;Kai Tak Heliport;HK;;22.31527778;114.2088889;1
1212702;12127;HHR;Jack Northrop Field/Hawthorne Municipal;US;California;33.92277778;-118.335;0
1212803;12128;KS3;Hiawatha Municipal;US;Kansas;39.87916667;-95.52527778;0
1212903;12129;HIB;Range Regional;US;Minnesota;47.38666667;-92.83888889;0
1213002;12130;HIE;Mount Washington Regional;US;New Hampshire;44.3675;-71.54583333;0
1213102;12131;HIF;Hill AFB;US;Utah;41.12388889;-111.9730556;0
1213202;12132;HII;Lake Havasu City Airport;US;Arizona;34.57111111;-114.3583333;0
1213301;12133;HIJ;Hiroshima Airport;JP;;34.43611111;132.9194444;0
1213406;12134;HIK;Daniel K Inouye International;US;Hawaii;21.31777778;-157.9202778;0
1213505;12135;HIN;Sacheon AB;KR;;35.08861111;128.0705556;0
1213606;12136;HIO;Portland Hillsboro;US;Oregon;45.54222222;-122.9508333;0
1213702;12137;HIR;Honiara International;SB;;-9.42833333;160.0544444;0
1213801;12138;HIS;Hayman Island Airport;AU;;-20.06666667;148.8666667;0
1213902;12139;HJR;Khajuraho Airport;IN;;24.81777778;79.91888889;0
1214001;12140;HKA;Blytheville Municipal;US;Arkansas;35.94055556;-89.83083333;0
1214101;12141;HKB;Healy River;US;Alaska;63.8675;-148.9688889;0
1214202;12142;HKD;Hakodate Airport;JP;;41.77027778;140.8219444;0
1214302;12143;HKG;Hong Kong International;HK;;22.30888889;113.9147222;0
1214402;12144;HKK;Hokitika Airport;NZ;;-42.71138889;170.9847222;0
1214503;12145;HKN;Hoskins Airport;PG;;-5.46361111;150.4072222;0
1214601;12146;HKP;Kaanapali Airport;US;Hawaii;20.94583333;-156.6930556;1
1214702;12147;HKS;Hawkins Field;US;Mississippi;32.33472222;-90.2225;0
1214802;12148;HKT;Phuket International;TH;;8.11333333;98.31694444;0
1214902;12149;HKY;Hickory Regional;US;North Carolina;35.74111111;-81.38944444;0
1215006;12150;HLA;Lanseria International;ZA;;-25.93916667;27.92638889;0
1215101;12151;HLD;Hailar Airport;CN;;49.20611111;119.8280556;0
1215202;12152;HLF;Hultsfred Airport;SE;;57.52583333;15.82333333;0
1215302;12153;HLG;Wheeling Ohio County;US;West Virginia;40.175;-80.64638889;0
1215402;12154;HLI;Hollister Municipal;US;California;36.89333333;-121.4102778;0
1215501;12155;HLM;Park Township;US;Michigan;42.79583333;-86.16194444;0
1215605;12156;HLN;Helena Regional;US;Montana;46.60666667;-111.9833333;0
1215701;12157;HLO;Holbrook Municipal;US;Arizona;34.93861111;-110.1402778;1
1215807;12158;HLP;Halim Perdanakusuma International;ID;;-6.26666667;106.8911111;0
1215902;12159;HLT;Hamilton Airport;AU;;-37.64888889;142.0652778;0
1216002;12160;HLZ;Hamilton Airport;NZ;;-37.86527778;175.3327778;0
1216205;12162;HME;Krim Belkacem;DZ;;31.67277778;6.14027778;0
1216305;12163;HMN;Holloman AFB;US;New Mexico;32.85194444;-106.1091667;0
1216402;12164;HMO;General Ignacio P. Garcia International;MX;;29.09333333;-111.0525;0
1216501;12165;HMS;Homeshore Airport;US;Alaska;58.29444444;-135.3472222;0
1216603;12166;HMT;Hemet-Ryan;US;California;33.73416667;-117.0222222;0
1216703;12167;HNA;Hanamaki Airport;JP;;39.42861111;141.1352778;0
1216802;12168;HNC;Billy Mitchell;US;North Carolina;35.23277778;-75.61777778;0
1216906;12169;HND;Tokyo International;JP;;35.54777778;139.7888889;0
1217001;12170;HNG;Hienghene/Henri Martinet;NC;;-20.69611111;164.9869444;0
1217105;12171;HNH;Hoonah Airport;US;Alaska;58.09611111;-135.4088889;0
1217305;12173;HNL;Daniel K Inouye International;US;Hawaii;21.31777778;-157.9202778;0
1217402;12174;HNM;Hana Airport;US;Hawaii;20.79555556;-156.0144444;0
1217503;12175;HNS;Haines Airport;US;Alaska;59.24388889;-135.5236111;0
1217705;12177;HOB;Lea County Regional;US;New Mexico;32.6875;-103.2172222;0
1217803;12178;HOD;Hodeidah International;YE;;14.75305556;42.97638889;0
1217901;12179;HOF;Al Ahsa;SA;;25.28555556;49.48527778;0
1218002;12180;HOG;Frank Pais International;CU;;20.78555556;-76.315;0
1218105;12181;HOI;Hao;PF;;-18.075;-140.9458333;0
1218203;12182;HOK;Hooker Creek Airport;AU;;-18.32833333;130.6466667;0
1218301;12183;HOL;Holikachuk Airport;US;Alaska;62.91055556;-159.5277778;0
1218405;12184;HOM;Homer Airport;US;Alaska;59.645;-151.4858333;0
1218502;12185;HON;Huron Regional;US;South Dakota;44.38527778;-98.22861111;0
1218703;12187;HOP;Campbell AAF;US;Kentucky;36.67333333;-87.49194444;0
1218805;12188;HOQ;Hof Plauen;DE;;50.28861111;11.85416667;0
1218906;12189;HOR;Horta Airport;PT;;38.52;-28.71583333;0
1219002;12190;HOT;Memorial Field;US;Arkansas;34.47805556;-93.09611111;0
1219102;12191;HOU;William P Hobby;US;Texas;29.64555556;-95.27888889;0
1219202;12192;HOV;Hovden;NO;;62.17916667;6.07111111;0
1219306;12193;HOW;Panama Pacifico International;PA;;8.91472222;-79.59972222;0
1219402;12194;HPA;Salote Pilolevu;TO;;-19.77694444;-174.3413889;0
1219502;12195;HPB;Hooper Bay Airport;US;Alaska;61.52388889;-166.1466667;0
1219605;12196;HPH;Catbi International;VN;;20.81694444;106.7230556;0
1219702;12197;HPN;Westchester County;US;New York;41.06694444;-73.7075;0
1219802;12198;HPT;Hampton Municipal;US;Iowa;42.72361111;-93.22638889;0
1219902;12199;HPV;Princeville;US;Hawaii;22.20916667;-159.4455556;0
1220001;12200;HQM;Bowerman;US;Washington;46.97111111;-123.9366667;0
1220101;12201;HRB;Taiping;CN;;45.62361111;126.2502778;0
1220305;12203;HRE;Robert Gabriel Mugabe International;ZW;;-17.93166667;31.09277778;0
1220405;12204;HRG;Hurghada International;EG;;27.1775;33.79638889;0
1220502;12205;HRK;Kharkov Airport;UA;;49.93333333;36.28333333;0
1220605;12206;HRL;Valley International;US;Texas;26.22722222;-97.65527778;0
1220702;12207;HRO;Boone County;US;Arkansas;36.26138889;-93.15472222;0
1220908;12209;HRT;Linton-On-Ouse;GB;;54.04888889;-1.25361111;0
1221001;12210;HSC;Shaoguan Airport;CN;;24.83333333;113.6166667;0
1221102;12211;HSH;Henderson Executive;US;Nevada;35.97277778;-115.1344444;0
1221202;12212;HSI;Hastings Municipal;US;Nebraska;40.60527778;-98.42777778;0
1221301;12213;HSK;Huesca Airport;ES;;42.08083333;-0.32333333;0
1221402;12214;HSL;Huslia Airport;US;Alaska;65.69777778;-156.3513889;0
1221502;12215;HSP;Ingalls Field;US;Virginia;37.95138889;-79.83388889;0
1221603;12216;HST;Homestead ARB;US;Florida;25.48861111;-80.38361111;0
1221702;12217;HSV;Huntsville International-Carl T Jones Field;US;Alabama;34.63722222;-86.775;0
1221808;12218;HTA;Kadala;RU;;52.02611111;113.305;0
1221901;12219;HTF;Hatfield Airport;GB;;51.76583333;-0.24833333;1
1222005;12220;HTH;Hawthorne Industrial;US;Nevada;38.545;-118.6325;0
1222102;12221;HTI;Hamilton Island Airport;AU;;-20.35805556;148.9516667;0
1222203;12222;HTO;East Hampton Airport;US;New York;40.95944444;-72.25166667;0
1222305;12223;HTS;Tri-State/Milton J. Ferguson Field;US;West Virginia;38.36861111;-82.56027778;0
1222405;12224;HTZ;Hato Corozal Airport;CO;;6.15361111;-71.76166667;0
1222501;12225;HUA;Redstone AAF;US;Alabama;34.67861111;-86.68472222;0
1222608;12226;HUC;Dr Hermenegildo Ortiz Quinones;US;Puerto Rico;18.13805556;-65.80083333;0
1222701;12227;HUE;Humera Airport;ET;;14.25;36.58333333;0
1222804;12228;HUF;Terre Haute Regional;US;Indiana;39.45055556;-87.30694444;0
1222905;12229;HUG;Huehuetenango Airport;GT;;15.31638889;-91.505;0
1223005;12230;HUH;Huahine Fare;PF;;-16.68694444;-151.0216667;0
1223107;12231;HUI;Phubai International;VN;;16.40055556;107.7036111;0
1223202;12232;HUL;Houlton International;US;Maine;46.12472222;-67.79222222;0
1223302;12233;HUM;Houma Terrebonne;US;Louisiana;29.56638889;-90.66055556;0
1223402;12234;HUN;Hualien Airport;TW;;24.02361111;121.6169444;0
1223502;12235;HUS;Hughes Airport;US;Alaska;66.03916667;-154.2647222;0
1223605;12236;HUT;Hutchinson Regional;US;Kansas;38.06611111;-97.86055556;0
1223703;12237;HUU;Alferez FAP David Figueroa Fernandini;PE;;-9.87861111;-76.20444444;0
1223808;12238;HUV;Hudiksvall Airport;SE;;61.76805556;17.08055556;0
1223905;12239;HUX;Bahias de Huatulco International;MX;;15.77555556;-96.26111111;0
1224003;12240;HUY;Humberside Airport;GB;;53.57444444;-0.35083333;0
1224102;12241;HVA;Analalava Airport;MG;;-14.62638889;47.76666667;0
1224202;12242;HVB;Hervey Bay Airport;AU;;-25.31888889;152.8802778;0
1224301;12243;HVC;Hopkinsville-Christian County;US;Kentucky;36.85694444;-87.455;0
1224403;12244;HVN;Tweed New Haven;US;Connecticut;41.26388889;-72.88666667;0
1224502;12245;HVR;Havre City-County;US;Montana;48.54305556;-109.7622222;0
1224602;12246;HVS;Hartsville Regional;US;South Carolina;34.40305556;-80.11916667;0
1224702;12247;HWD;Hayward Executive;US;California;37.65888889;-122.1216667;0
1224801;12248;HWI;Hawk Inlet Airport;US;Alaska;58.13333333;-134.75;0
1225002;12250;HYA;Barnstable Municipal-Boardman/Polando Field;US;Massachusetts;41.66944444;-70.28027778;0
1225101;12251;HYD;Hyderabad Airport;IN;;17.45305556;78.46888889;1
1225201;12252;HYG;Hydaburg Seaplane Base;US;Alaska;55.20666667;-132.8266667;0
1225301;12253;HYL;Hollis Seaplane Base;US;Alaska;55.48194444;-132.6444444;0
1225406;12254;HYR;Sawyer County;US;Wisconsin;46.02527778;-91.44416667;0
1225502;12255;HYS;Hays Regional;US;Kansas;38.84222222;-99.27305556;0
1225702;12257;HZH;Liping;CN;;26.32222222;109.15;0
1225803;12258;HZK;Husavik Airport;IS;;65.9525;-17.42611111;0
1225906;12259;HZL;Hazleton Regional;US;Pennsylvania;40.98666667;-75.99472222;0
1226001;12260;IA1;Shenandoah Municipal;US;Iowa;40.75166667;-95.41361111;0
1226105;12261;IA2;Webster City Municipal;US;Iowa;42.43638889;-93.86888889;0
1226202;12262;IA3;Red Oak Municipal;US;Iowa;41.01083333;-95.25888889;0
1226304;12263;IAB;McConnell AFB;US;Kansas;37.62305556;-97.2675;0
1226402;12264;IAD;Washington Dulles International;US;Virginia;38.9475;-77.46;0
1226505;12265;IAG;Niagara Falls International;US;New York;43.1075;-78.94583333;0
1226603;12266;IAH;George Bush Intercontinental/Houston;US;Texas;29.98444444;-95.34138889;0
1226702;12267;IAM;In Amenas Airport;DZ;;28.0575;9.64083333;0
1226802;12268;IAN;Bob Baker Memorial;US;Alaska;66.97583333;-160.4366667;0
1226901;12269;IAR;Yaroslavl Airport;RU;;57.61888889;39.84138889;0
1227005;12270;IAS;Iasi International;RO;;47.18027778;27.62083333;0
1227102;12271;IBA;Ibadan Airport;NG;;7.3625;3.97833333;0
1227202;12272;IBE;Perales;CO;;4.42166667;-75.13361111;0
1227301;12273;ITI;Itambacuri Airport;BR;;-18.08611111;-41.68638889;1
1227402;12274;IBZ;Ibiza Airport;ES;;38.87277778;1.37305556;0
1227506;12275;ICI;Cicia Airport;FJ;;-17.74333333;-179.3419444;0
1227601;12276;ICK;Nieuw;SR;;5.95416667;-57.03805556;0
1227705;12277;ICN;Incheon International;KR;;37.46555556;126.4433333;0
1227805;12278;ICT;Wichita Dwight D Eisenhower National;US;Kansas;37.65;-97.43305556;0
1227902;12279;ICY;Icy Bay Airport;US;Alaska;59.96888889;-141.6616667;0
1228002;12280;IDA;Idaho Falls Regional;US;Idaho;43.51361111;-112.0708333;0
1228105;12281;IDI;Indiana County;US;Pennsylvania;40.63111111;-79.10166667;0
1228202;12282;IDO;Santa Isabel Do Morro Airport;BR;;-11.57222222;-50.66611111;0
1228304;12283;IDP;Independence Municipal;US;Kansas;37.15805556;-95.77888889;0
1228403;12284;IDR;Devi Ahilyabai Holkar;IN;;22.72083333;75.79916667;0
1228506;12285;IE1;Casement;IE;;53.30083333;-6.45111111;0
1228602;12286;IEG;Babimost;PL;;52.13861111;15.79861111;0
1228706;12287;IEV;Zhuliany International;UA;;50.40166667;30.45111111;0
1228802;12288;IFJ;Isafjordur Airport;IS;;66.05805556;-23.13527778;0
1228905;12289;IFL;Innisfail Airport;AU;;-17.55861111;146.0116667;0
1229001;12290;IFN;Shahid Beheshti International;IR;;32.75083333;51.86138889;0
1229102;12291;IFO;Ivano - Frankovska International;UA;;48.88388889;24.68444444;0
1229302;12293;IGA;Inagua Airport;BS;;20.98333333;-73.66666667;0
1229402;12294;IGG;Igiugig Airport;US;Alaska;59.32416667;-155.9016667;0
1229502;12295;IGH;Ingham Airport;AU;;-18.66444444;146.1452778;0
1229603;12296;IGL;Cigli;TR;;38.51305556;27.01;0
1229702;12297;IGM;Kingman Airport;US;Arizona;35.25944444;-113.9380556;0
1229801;12298;IGN;Maria Cristina;PH;;8.13111111;124.2141667;0
